complaint_id,institution_id,received_date,complainant_doc_type,product_category,channel,motivo_code,severity,description_text,description_language,complainant_age_range,complainant_district,submission_method,original_reference_id,resolution_status
BCO-2026-0000013,SBS-001234,2026-05-02,RUC,TARJETA_CREDITO,WEB,DEMORA_ATENCION,HIGH,El 2026-05-02 realicé un retiro por la web de 161.01 soles y nunca recibí el dinero. BANCO_DEMO_001 dice que la operación fue exitosa pero no es así.,es,OVER_64,040106,CAJERO,,pendiente
BCO-2026-0000014,SBS-001234,2026-04-04,CE,CREDITOS,AGENCIA,INCUMPLIMIENTO_CONTRATO,MEDIUM,El 2026-04-04 realicé un retiro por agencia de 1061.75 soles y nunca recibí el dinero. BANCO_DEMO_001 dice que la operación fue exitosa pero no es así.,es,25_34,040106,CAJERO,,pendiente
BCO-2026-0000015,SBS-001234,2026-03-24,DNI,CREDITOS,TELEFONO,DEMORA_ATENCION,HIGH,"BANCO_DEMO_001 aplicó intereses no informados a mi crédito, lo que sumó S/ 10.52 adicionales en el último estado de cuenta del 2026-03-24.",es,55_64,070101,APP_MOVIL,,pendiente
BCO-2026-0000016,SBS-001234,2026-02-27,DNI,TARJETA_CREDITO,APP_MOVIL,OPERACION_NO_RECONOCIDA,HIGH,Hay una demora excesiva en la atención de mi solicitud sobre tarjeta de crédito. Llevo más de 30 días esperando respuesta sobre el cargo de 476.96.,es,UNDER_25,040101,AGENCIA,,pendiente
BCO-2026-0000017,SBS-001234,2026-02-23,PASAPORTE,CREDITOS,CORREO,COBRO_INDEBIDO,CRITICAL,Mi crédito reporta movimientos que yo no he realizado por un total de S/ 847.62. Reporté el caso por correo electrónico pero no he recibido respuesta de BANCO_DEMO_001.,es,UNDER_25,140101,APP_MOVIL,,pendiente
BCO-2026-0000018,SBS-001234,2026-05-03,CE,AFP_PENSIONES,APP_MOVIL,DEMORA_ATENCION,LOW,Solicité información sobre comisiones en mi fondo de pensiones el 2026-05-03. La información que me proporcionó BANCO_DEMO_001 no coincide con lo que aparece en el contrato firmado.,es,UNDER_25,070101,WEB,,pendiente
BCO-2026-0000019,SBS-001234,2026-03-13,DNI,CREDITOS,TELEFONO,CALIDAD_SERVICIO,CRITICAL,Se realizó un cargo no autorizado por S/ 299.80 en mi crédito el 2026-03-13. Solicito la reversa inmediata y revisión del estado de cuenta.,es,OVER_64,150115,WEB,,pendiente
BCO-2026-0000020,SBS-001234,2026-04-21,DNI,TARJETA_DEBITO,WEB,OPERACION_NO_RECONOCIDA,MEDIUM,Realicé una transferencia por la web el 2026-04-21 por S/ 1027.19. El dinero salió de mi cuenta pero no llegó al destinatario.,es,OVER_64,040101,AGENCIA,,pendiente
BCO-2026-0000021,SBS-001234,2026-05-16,PASAPORTE,CREDITOS,APP_MOVIL,OPERACION_NO_RECONOCIDA,LOW,Hay una demora excesiva en la atención de mi solicitud sobre crédito. Llevo más de 30 días esperando respuesta sobre el cargo de 425.83.,es,55_64,150107,AGENCIA,,pendiente
BCO-2026-0000022,SBS-001234,2026-05-12,RUC,SEGUROS,WEB,OPERACION_NO_RECONOCIDA,HIGH,El 2026-05-12 realicé un retiro por la web de 118.73 soles y nunca recibí el dinero. BANCO_DEMO_001 dice que la operación fue exitosa pero no es así.,es,25_34,040101,POS,,pendiente
BCO-2026-0000023,SBS-001234,2026-03-12,CE,CREDITOS,TELEFONO,DEMORA_ATENCION,LOW,El día 2026-03-12 intenté realizar una operación de 479.60 soles por la línea telefónica y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,UNDER_25,150101,AGENCIA,,pendiente
BCO-2026-0000024,SBS-001234,2026-05-13,DNI,CREDITOS,AGENCIA,DEMORA_ATENCION,MEDIUM,Solicité información sobre comisiones en mi crédito el 2026-05-13. La información que me proporcionó BANCO_DEMO_001 no coincide con lo que aparece en el contrato firmado.,es,35_44,040106,CAJERO,,pendiente
BCO-2026-0000025,SBS-001234,2026-04-22,PASAPORTE,TARJETA_DEBITO,WEB,INCUMPLIMIENTO_CONTRATO,CRITICAL,"BANCO_DEMO_001 aplicó intereses no informados a mi tarjeta de débito, lo que sumó S/ 203.69 adicionales en el último estado de cuenta del 2026-04-22.",es,OVER_64,150111,POS,,pendiente
BCO-2026-0000026,SBS-001234,2026-04-20,DNI,OTRO,APP_MOVIL,OPERACION_NO_RECONOCIDA,HIGH,"BANCO_DEMO_001 aplicó intereses no informados a mi producto bancario, lo que sumó S/ 412.99 adicionales en el último estado de cuenta del 2026-04-20.",es,35_44,040106,CAJERO,,pendiente
BCO-2026-0000027,SBS-001234,2026-03-17,DNI,TARJETA_CREDITO,CORREO,COBRO_INDEBIDO,HIGH,Se realizó un cargo no autorizado por S/ 165.00 en mi tarjeta de crédito el 2026-03-17. Solicito la reversa inmediata y revisión del estado de cuenta.,es,45_54,040106,POS,,pendiente
BCO-2026-0000028,SBS-001234,2026-05-07,CE,CREDITOS,APP_MOVIL,COBRO_INDEBIDO,LOW,Me cancelaron mi crédito sin previo aviso el 2026-05-07. Necesito conocer los motivos y recuperar el saldo de 225.06 soles.,es,OVER_64,150111,POS,,pendiente
BCO-2026-0000029,SBS-001234,2026-03-31,DNI,CREDITOS,AGENCIA,CALIDAD_SERVICIO,LOW,El cobro de membresía anual en mi crédito por S/ 240.77 no estaba acordado. Pido la devolución y aclaración de los términos.,es,OVER_64,040106,CAJERO,,pendiente
BCO-2026-0000030,SBS-001234,2026-03-13,DNI,CREDITOS,WEB,CALIDAD_SERVICIO,CRITICAL,Solicité información sobre comisiones en mi crédito el 2026-03-13. La información que me proporcionó BANCO_DEMO_001 no coincide con lo que aparece en el contrato firmado.,es,OVER_64,140101,WEB,,pendiente
BCO-2026-0000031,SBS-001234,2026-04-14,CE,TARJETA_CREDITO,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,LOW,El cobro de membresía anual en mi tarjeta de crédito por S/ 300.53 no estaba acordado. Pido la devolución y aclaración de los términos.,es,45_54,070101,APP_MOVIL,,pendiente
BCO-2026-0000032,SBS-001234,2026-04-12,RUC,CREDITOS,WEB,CALIDAD_SERVICIO,CRITICAL,Solicité información sobre comisiones en mi crédito el 2026-04-12. La información que me proporcionó BANCO_DEMO_001 no coincide con lo que aparece en el contrato firmado.,es,OVER_64,140101,AGENCIA,,pendiente
BCO-2026-0000033,SBS-001234,2026-03-28,DNI,TARJETA_CREDITO,WEB,OPERACION_NO_RECONOCIDA,LOW,Solicité información sobre comisiones en mi tarjeta de crédito el 2026-03-28. La información que me proporcionó BANCO_DEMO_001 no coincide con lo que aparece en el contrato firmado.,es,35_44,140101,CAJERO,,pendiente
BCO-2026-0000034,SBS-001234,2026-04-03,PASAPORTE,SEGUROS,CORREO,OPERACION_NO_RECONOCIDA,CRITICAL,El día 2026-04-03 intenté realizar una operación de 317.45 soles por correo electrónico y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,55_64,150107,POS,,pendiente
BCO-2026-0000035,SBS-001234,2026-05-05,PASAPORTE,TARJETA_DEBITO,AGENCIA,CALIDAD_SERVICIO,CRITICAL,Me cancelaron mi tarjeta de débito sin previo aviso el 2026-05-05. Necesito conocer los motivos y recuperar el saldo de 933.97 soles.,es,45_54,150133,CAJERO,,pendiente
BCO-2026-0000036,SBS-001234,2026-03-05,DNI,TARJETA_DEBITO,CORREO,INCUMPLIMIENTO_CONTRATO,HIGH,"La publicidad de mi tarjeta de débito prometía cero comisiones, pero el 2026-03-05 me cobraron S/ 260.96 por mantenimiento. Esto es publicidad engañosa.",es,OVER_64,150111,APP_MOVIL,,pendiente
BCO-2026-0000037,SBS-001234,2026-05-07,DNI,CREDITOS,APP_MOVIL,CALIDAD_SERVICIO,CRITICAL,"BANCO_DEMO_001 aplicó intereses no informados a mi crédito, lo que sumó S/ 544.40 adicionales en el último estado de cuenta del 2026-05-07.",es,OVER_64,150101,WEB,,pendiente
BCO-2026-0000038,SBS-001234,2026-04-27,CE,SEGUROS,AGENCIA,COBRO_INDEBIDO,HIGH,El 2026-04-27 realicé un retiro por agencia de 61.36 soles y nunca recibí el dinero. BANCO_DEMO_001 dice que la operación fue exitosa pero no es así.,es,55_64,150102,AGENCIA,,pendiente
BCO-2026-0000039,SBS-001234,2026-05-13,PASAPORTE,TARJETA_CREDITO,CORREO,INCUMPLIMIENTO_CONTRATO,CRITICAL,El cobro de membresía anual en mi tarjeta de crédito por S/ 387.22 no estaba acordado. Pido la devolución y aclaración de los términos.,es,OVER_64,040101,WEB,,pendiente
BCO-2026-0000040,SBS-001234,2026-04-03,DNI,DEPOSITOS,AGENCIA,DEMORA_ATENCION,HIGH,Me cancelaron mi cuenta de depósitos sin previo aviso el 2026-04-03. Necesito conocer los motivos y recuperar el saldo de 276.60 soles.,es,45_54,150111,CAJERO,,pendiente
BCO-2026-0000041,SBS-001234,2026-04-14,PASAPORTE,TARJETA_CREDITO,TELEFONO,INCUMPLIMIENTO_CONTRATO,LOW,Hay una demora excesiva en la atención de mi solicitud sobre tarjeta de crédito. Llevo más de 30 días esperando respuesta sobre el cargo de 909.81.,es,35_44,150101,POS,,pendiente
BCO-2026-0000042,SBS-001234,2026-03-11,RUC,TARJETA_CREDITO,APP_MOVIL,DEMORA_ATENCION,HIGH,"La publicidad de mi tarjeta de crédito prometía cero comisiones, pero el 2026-03-11 me cobraron S/ 153.52 por mantenimiento. Esto es publicidad engañosa.",es,25_34,150102,WEB,,pendiente
BCO-2026-0000043,SBS-001234,2026-02-26,CE,TARJETA_DEBITO,AGENCIA,CALIDAD_SERVICIO,CRITICAL,Se realizó un cargo no autorizado por S/ 1078.33 en mi tarjeta de débito el 2026-02-26. Solicito la reversa inmediata y revisión del estado de cuenta.,es,35_44,140101,AGENCIA,,pendiente
BCO-2026-0000044,SBS-001234,2026-03-22,DNI,TARJETA_CREDITO,AGENCIA,OPERACION_NO_RECONOCIDA,HIGH,"La publicidad de mi tarjeta de crédito prometía cero comisiones, pero el 2026-03-22 me cobraron S/ 304.83 por mantenimiento. Esto es publicidad engañosa.",es,UNDER_25,070101,POS,,pendiente
BCO-2026-0000045,SBS-001234,2026-04-02,CE,DEPOSITOS,WEB,OPERACION_NO_RECONOCIDA,LOW,Se realizó un cargo no autorizado por S/ 271.90 en mi cuenta de depósitos el 2026-04-02. Solicito la reversa inmediata y revisión del estado de cuenta.,es,OVER_64,140101,CAJERO,,pendiente
BCO-2026-0000046,SBS-001234,2026-03-29,DNI,AFP_PENSIONES,APP_MOVIL,OPERACION_NO_RECONOCIDA,HIGH,"BANCO_DEMO_001 aplicó intereses no informados a mi fondo de pensiones, lo que sumó S/ 2614.00 adicionales en el último estado de cuenta del 2026-03-29.",es,25_34,150133,APP_MOVIL,,pendiente
BCO-2026-0000047,SBS-001234,2026-03-26,RUC,COOPAC,APP_MOVIL,DEMORA_ATENCION,HIGH,Se realizó un cargo no autorizado por S/ 296.39 en mi cuenta de cooperativa el 2026-03-26. Solicito la reversa inmediata y revisión del estado de cuenta.,es,UNDER_25,150111,AGENCIA,,pendiente
BCO-2026-0000048,SBS-001234,2026-04-16,DNI,DEPOSITOS,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,CRITICAL,Hay una demora excesiva en la atención de mi solicitud sobre cuenta de depósitos. Llevo más de 30 días esperando respuesta sobre el cargo de 151.45.,es,OVER_64,150111,POS,,pendiente
BCO-2026-0000049,SBS-001234,2026-03-10,PASAPORTE,TARJETA_CREDITO,WEB,CALIDAD_SERVICIO,CRITICAL,Realicé una transferencia por la web el 2026-03-10 por S/ 6886.78. El dinero salió de mi cuenta pero no llegó al destinatario.,es,55_64,040106,APP_MOVIL,,pendiente
BCO-2026-0000050,SBS-001234,2026-04-15,DNI,TARJETA_DEBITO,TELEFONO,INCUMPLIMIENTO_CONTRATO,LOW,"La publicidad de mi tarjeta de débito prometía cero comisiones, pero el 2026-04-15 me cobraron S/ 208.24 por mantenimiento. Esto es publicidad engañosa.",es,OVER_64,150133,APP_MOVIL,,pendiente
BCO-2026-0000051,SBS-001234,2026-03-10,PASAPORTE,DEPOSITOS,AGENCIA,COBRO_INDEBIDO,MEDIUM,Se realizó un cargo no autorizado por S/ 670.75 en mi cuenta de depósitos el 2026-03-10. Solicito la reversa inmediata y revisión del estado de cuenta.,es,55_64,150133,POS,,pendiente
BCO-2026-0000052,SBS-001234,2026-04-14,CE,AFP_PENSIONES,APP_MOVIL,DEMORA_ATENCION,MEDIUM,El cobro de membresía anual en mi fondo de pensiones por S/ 596.27 no estaba acordado. Pido la devolución y aclaración de los términos.,es,55_64,150115,APP_MOVIL,,pendiente
BCO-2026-0000053,SBS-001234,2026-04-30,RUC,TARJETA_CREDITO,APP_MOVIL,OPERACION_NO_RECONOCIDA,HIGH,Se realizó un cargo no autorizado por S/ 692.75 en mi tarjeta de crédito el 2026-04-30. Solicito la reversa inmediata y revisión del estado de cuenta.,es,35_44,070101,WEB,,pendiente
BCO-2026-0000054,SBS-001234,2026-03-31,DNI,CREDITOS,AGENCIA,INCUMPLIMIENTO_CONTRATO,LOW,Hay una demora excesiva en la atención de mi solicitud sobre crédito. Llevo más de 30 días esperando respuesta sobre el cargo de 678.36.,es,55_64,150111,AGENCIA,,pendiente
BCO-2026-0000055,SBS-001234,2026-03-27,PASAPORTE,CREDITOS,CORREO,DEMORA_ATENCION,HIGH,El cobro de membresía anual en mi crédito por S/ 487.53 no estaba acordado. Pido la devolución y aclaración de los términos.,es,35_44,140101,AGENCIA,,pendiente
BCO-2026-0000056,SBS-001234,2026-02-27,PASAPORTE,AFP_PENSIONES,APP_MOVIL,DEMORA_ATENCION,CRITICAL,Solicité información sobre comisiones en mi fondo de pensiones el 2026-02-27. La información que me proporcionó BANCO_DEMO_001 no coincide con lo que aparece en el contrato firmado.,es,35_44,070101,AGENCIA,,pendiente
BCO-2026-0000057,SBS-001234,2026-04-23,DNI,DEPOSITOS,AGENCIA,COBRO_INDEBIDO,HIGH,"BANCO_DEMO_001 aplicó intereses no informados a mi cuenta de depósitos, lo que sumó S/ 402.50 adicionales en el último estado de cuenta del 2026-04-23.",es,OVER_64,150133,WEB,,pendiente
BCO-2026-0000058,SBS-001234,2026-03-05,RUC,CREDITOS,AGENCIA,OPERACION_NO_RECONOCIDA,HIGH,Se realizó un cargo no autorizado por S/ 121.83 en mi crédito el 2026-03-05. Solicito la reversa inmediata y revisión del estado de cuenta.,es,25_34,150107,POS,,pendiente
BCO-2026-0000059,SBS-001234,2026-04-14,CE,CREDITOS,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,HIGH,Se realizó un cargo no autorizado por S/ 164.49 en mi crédito el 2026-04-14. Solicito la reversa inmediata y revisión del estado de cuenta.,es,25_34,150107,AGENCIA,,pendiente
BCO-2026-0000060,SBS-001234,2026-03-30,PASAPORTE,DEPOSITOS,CORREO,CALIDAD_SERVICIO,HIGH,Realicé una transferencia por correo electrónico el 2026-03-30 por S/ 367.22. El dinero salió de mi cuenta pero no llegó al destinatario.,es,UNDER_25,040106,CAJERO,,pendiente
BCO-2026-0000061,SBS-001234,2026-03-01,PASAPORTE,AFP_PENSIONES,WEB,OPERACION_NO_RECONOCIDA,HIGH,Solicité información sobre comisiones en mi fondo de pensiones el 2026-03-01. La información que me proporcionó BANCO_DEMO_001 no coincide con lo que aparece en el contrato firmado.,es,UNDER_25,150107,POS,,pendiente
BCO-2026-0000062,SBS-001234,2026-04-19,DNI,CREDITOS,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,HIGH,"BANCO_DEMO_001 aplicó intereses no informados a mi crédito, lo que sumó S/ 102.88 adicionales en el último estado de cuenta del 2026-04-19.",es,UNDER_25,150133,AGENCIA,,pendiente
BCO-2026-0000063,SBS-001234,2026-04-20,CE,SEGUROS,AGENCIA,OPERACION_NO_RECONOCIDA,HIGH,El cobro de membresía anual en mi seguro por S/ 323.68 no estaba acordado. Pido la devolución y aclaración de los términos.,es,OVER_64,040101,APP_MOVIL,,pendiente
BCO-2026-0000064,SBS-001234,2026-04-03,CE,OTRO,APP_MOVIL,CALIDAD_SERVICIO,LOW,Realicé una transferencia por la app móvil el 2026-04-03 por S/ 1526.53. El dinero salió de mi cuenta pero no llegó al destinatario.,es,OVER_64,140101,POS,,pendiente
BCO-2026-0000065,SBS-001234,2026-02-20,PASAPORTE,TARJETA_CREDITO,WEB,COBRO_INDEBIDO,MEDIUM,Mi reclamo previo no fue atendido por BANCO_DEMO_001. Solicito una nueva revisión del caso relacionado con mi tarjeta de crédito y el cargo de S/ 693.07.,es,25_34,040106,CAJERO,,pendiente
BCO-2026-0000066,SBS-001234,2026-03-10,CE,DEPOSITOS,AGENCIA,CALIDAD_SERVICIO,MEDIUM,Se realizó un cargo no autorizado por S/ 152.27 en mi cuenta de depósitos el 2026-03-10. Solicito la reversa inmediata y revisión del estado de cuenta.,es,35_44,150102,APP_MOVIL,,pendiente
BCO-2026-0000067,SBS-001234,2026-03-24,DNI,CREDITOS,APP_MOVIL,CALIDAD_SERVICIO,MEDIUM,Solicité información sobre comisiones en mi crédito el 2026-03-24. La información que me proporcionó BANCO_DEMO_001 no coincide con lo que aparece en el contrato firmado.,es,55_64,070101,CAJERO,,pendiente
BCO-2026-0000068,SBS-001234,2026-02-24,CE,TARJETA_CREDITO,APP_MOVIL,COBRO_INDEBIDO,CRITICAL,Realicé una transferencia por la app móvil el 2026-02-24 por S/ 39.17. El dinero salió de mi cuenta pero no llegó al destinatario.,es,OVER_64,150133,POS,,pendiente
BCO-2026-0000069,SBS-001234,2026-04-21,PASAPORTE,TARJETA_DEBITO,AGENCIA,OPERACION_NO_RECONOCIDA,HIGH,"La publicidad de mi tarjeta de débito prometía cero comisiones, pero el 2026-04-21 me cobraron S/ 2160.34 por mantenimiento. Esto es publicidad engañosa.",es,25_34,040106,WEB,,pendiente
BCO-2026-0000070,SBS-001234,2026-04-14,DNI,SEGUROS,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,HIGH,El cobro de membresía anual en mi seguro por S/ 145.54 no estaba acordado. Pido la devolución y aclaración de los términos.,es,25_34,070101,AGENCIA,,pendiente
BCO-2026-0000071,SBS-001234,2026-05-11,RUC,SEGUROS,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,LOW,Solicité información sobre comisiones en mi seguro el 2026-05-11. La información que me proporcionó BANCO_DEMO_001 no coincide con lo que aparece en el contrato firmado.,es,45_54,070101,AGENCIA,,pendiente
BCO-2026-0000072,SBS-001234,2026-03-29,RUC,AFP_PENSIONES,APP_MOVIL,OPERACION_NO_RECONOCIDA,HIGH,Solicité información sobre comisiones en mi fondo de pensiones el 2026-03-29. La información que me proporcionó BANCO_DEMO_001 no coincide con lo que aparece en el contrato firmado.,es,45_54,150111,CAJERO,,pendiente
BCO-2026-0000073,SBS-001234,2026-05-08,DNI,CREDITOS,WEB,COBRO_INDEBIDO,HIGH,Solicité información sobre comisiones en mi crédito el 2026-05-08. La información que me proporcionó BANCO_DEMO_001 no coincide con lo que aparece en el contrato firmado.,es,55_64,150107,POS,,pendiente
BCO-2026-0000074,SBS-001234,2026-04-16,DNI,TARJETA_CREDITO,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,MEDIUM,El día 2026-04-16 intenté realizar una operación de 303.68 soles por la app móvil y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,35_44,140101,AGENCIA,,pendiente
BCO-2026-0000075,SBS-001234,2026-05-17,DNI,TARJETA_CREDITO,PRESENCIAL_SBS,INCUMPLIMIENTO_CONTRATO,HIGH,Mi tarjeta de crédito reporta movimientos que yo no he realizado por un total de S/ 75.94. Reporté el caso por presencial en SBS pero no he recibido respuesta de BANCO_DEMO_001.,es,35_44,150115,POS,,pendiente
BCO-2026-0000076,SBS-001234,2026-03-27,CE,TARJETA_DEBITO,AGENCIA,DEMORA_ATENCION,MEDIUM,"La publicidad de mi tarjeta de débito prometía cero comisiones, pero el 2026-03-27 me cobraron S/ 4466.57 por mantenimiento. Esto es publicidad engañosa.",es,45_54,150102,POS,,pendiente
BCO-2026-0000077,SBS-001234,2026-05-19,PASAPORTE,DEPOSITOS,TELEFONO,DEMORA_ATENCION,CRITICAL,"BANCO_DEMO_001 aplicó intereses no informados a mi cuenta de depósitos, lo que sumó S/ 83.11 adicionales en el último estado de cuenta del 2026-05-19.",es,35_44,150115,WEB,,pendiente
BCO-2026-0000078,SBS-001234,2026-03-05,DNI,TARJETA_DEBITO,APP_MOVIL,DEMORA_ATENCION,MEDIUM,El cobro de membresía anual en mi tarjeta de débito por S/ 89.13 no estaba acordado. Pido la devolución y aclaración de los términos.,es,55_64,070101,POS,,pendiente
BCO-2026-0000079,SBS-001234,2026-03-22,DNI,AFP_PENSIONES,APP_MOVIL,CALIDAD_SERVICIO,CRITICAL,Solicité información sobre comisiones en mi fondo de pensiones el 2026-03-22. La información que me proporcionó BANCO_DEMO_001 no coincide con lo que aparece en el contrato firmado.,es,UNDER_25,150107,APP_MOVIL,,pendiente
BCO-2026-0000080,SBS-001234,2026-04-03,DNI,DEPOSITOS,APP_MOVIL,DEMORA_ATENCION,CRITICAL,"BANCO_DEMO_001 aplicó intereses no informados a mi cuenta de depósitos, lo que sumó S/ 343.26 adicionales en el último estado de cuenta del 2026-04-03.",es,55_64,040101,WEB,,pendiente
BCO-2026-0000081,SBS-001234,2026-03-23,RUC,TARJETA_CREDITO,APP_MOVIL,CALIDAD_SERVICIO,CRITICAL,El cobro de membresía anual en mi tarjeta de crédito por S/ 978.41 no estaba acordado. Pido la devolución y aclaración de los términos.,es,UNDER_25,040101,WEB,,pendiente
BCO-2026-0000082,SBS-001234,2026-04-24,DNI,TARJETA_DEBITO,TELEFONO,CALIDAD_SERVICIO,LOW,Solicité información sobre comisiones en mi tarjeta de débito el 2026-04-24. La información que me proporcionó BANCO_DEMO_001 no coincide con lo que aparece en el contrato firmado.,es,35_44,150107,CAJERO,,pendiente
BCO-2026-0000083,SBS-001234,2026-05-16,DNI,DEPOSITOS,APP_MOVIL,COBRO_INDEBIDO,LOW,El cobro de membresía anual en mi cuenta de depósitos por S/ 331.41 no estaba acordado. Pido la devolución y aclaración de los términos.,es,35_44,150115,POS,,pendiente
BCO-2026-0000084,SBS-001234,2026-03-05,DNI,TARJETA_CREDITO,APP_MOVIL,COBRO_INDEBIDO,LOW,"La publicidad de mi tarjeta de crédito prometía cero comisiones, pero el 2026-03-05 me cobraron S/ 120.70 por mantenimiento. Esto es publicidad engañosa.",es,35_44,150133,WEB,,pendiente
BCO-2026-0000085,SBS-001234,2026-05-16,DNI,TARJETA_DEBITO,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,HIGH,Mi tarjeta de débito reporta movimientos que yo no he realizado por un total de S/ 943.35. Reporté el caso por la app móvil pero no he recibido respuesta de BANCO_DEMO_001.,es,UNDER_25,040106,WEB,,pendiente
BCO-2026-0000086,SBS-001234,2026-03-23,PASAPORTE,CREDITOS,AGENCIA,DEMORA_ATENCION,HIGH,El cobro de membresía anual en mi crédito por S/ 1858.85 no estaba acordado. Pido la devolución y aclaración de los términos.,es,25_34,150111,WEB,,pendiente
BCO-2026-0000087,SBS-001234,2026-05-05,RUC,TARJETA_CREDITO,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,HIGH,El 2026-05-05 realicé un retiro por la app móvil de 752.45 soles y nunca recibí el dinero. BANCO_DEMO_001 dice que la operación fue exitosa pero no es así.,es,25_34,040106,AGENCIA,,pendiente
BCO-2026-0000088,SBS-001234,2026-03-15,CE,COOPAC,WEB,COBRO_INDEBIDO,CRITICAL,Me cancelaron mi cuenta de cooperativa sin previo aviso el 2026-03-15. Necesito conocer los motivos y recuperar el saldo de 1061.56 soles.,es,OVER_64,070101,WEB,,pendiente
